"Campaign_ID","Company","Campaign_Type","Target_Audience","Duration","Channel_Used","Conversion_Rate","Acquisition_Cost","ROI","Location","Language","Clicks","Impressions","Engagement_Score","Customer_Segment","Date"
183,TechCorp,Influencer,Women 35-44,"15 days",Instagram,0.06,"$18,350.00",3.2,New York,Spanish,372,3266,4,Health & Wellness,2021-07-02
184,DataTech Solutions,Social Media,Men 18-24,"45 days",Email,0.06,"$12,315.00",3.97,Chicago,Spanish,505,4099,7,Fashionistas,2021-07-03
185,NexGen Systems,Influencer,Men 25-34,"15 days",Instagram,0.14,"$17,598.00",7.27,Chicago,Mandarin,961,8475,7,Outdoor Adventurers,2021-07-04
186,TechCorp,Email,Women 35-44,"30 days",Instagram,0.05,"$19,545.00",2.57,Houston,German,209,1917,1,Health & Wellness,2021-07-05
187,NexGen Systems,Email,Men 25-34,"60 days",Email,0.13,"$14,231.00",6.28,Chicago,Mandarin,312,8509,3,Health & Wellness,2021-07-06
188,Alpha Innovations,Influencer,Women 25-34,"30 days",Instagram,0.11,"$15,162.00",7.8,Chicago,German,360,6030,8,Tech Enthusiasts,2021-07-07
189,DataTech Solutions,Social Media,Women 25-34,"15 days",Email,0.12,"$15,403.00",6.21,Houston,English,542,6792,6,Foodies,2021-07-08
190,Innovate Industries,Influencer,All Ages,"15 days",Email,0.06,"$5,363.00",5.46,Chicago,German,369,8511,8,Tech Enthusiasts,2021-07-09
191,DataTech Solutions,Social Media,Women 35-44,"60 days",Website,0.12,"$13,903.00",2.46,Chicago,German,461,9733,9,Tech Enthusiasts,2021-07-10
192,TechCorp,Influencer,Men 25-34,"45 days",Facebook,0.12,"$14,271.00",5.64,New York,Mandarin,842,2301,1,Health & Wellness,2021-07-11
193,DataTech Solutions,Social Media,Men 25-34,"30 days",Google Ads,0.05,"$13,744.00",4.7,Miami,German,743,5155,5,Fashionistas,2021-07-12
194,NexGen Systems,Email,All Ages,"15 days",Google Ads,0.1,"$6,093.00",4.28,New York,Mandarin,423,1340,7,Foodies,2021-07-13
195,DataTech Solutions,Email,All Ages,"45 days",Email,0.07,"$5,272.00",3.62,Chicago,Spanish,939,9590,9,Foodies,2021-07-14
196,DataTech Solutions,Display,Women 35-44,"30 days",YouTube,0.02,"$6,208.00",7.31,Houston,Mandarin,257,9939,8,Health & Wellness,2021-07-15
197,Innovate Industries,Influencer,Women 25-34,"45 days",Email,0.1,"$15,437.00",3.72,Los Angeles,English,683,4212,6,Tech Enthusiasts,2021-07-16
198,DataTech Solutions,Display,Men 18-24,"15 days",Instagram,0.01,"$16,368.00",4.37,Los Angeles,Mandarin,433,8942,5,Tech Enthusiasts,2021-07-17
199,Innovate Industries,Influencer,Men 18-24,"45 days",Email,0.14,"$10,939.00",4.79,Miami,Spanish,146,1404,3,Outdoor Adventurers,2021-07-18
200,TechCorp,Influencer,Men 25-34,"30 days",Google Ads,0.02,"$16,312.00",2.63,Chicago,English,117,4406,7,Outdoor Adventurers,2021-07-19
201,Innovate Industries,Search,Women 35-44,"60 days",Facebook,0.09,"$9,518.00",4.22,Houston,German,324,8445,6,Tech Enthusiasts,2021-07-20
202,DataTech Solutions,Influencer,Women 35-44,"45 days",Instagram,0.13,"$16,258.00",5.83,Chicago,French,317,2305,10,Foodies,2021-07-21
203,DataTech Solutions,Display,All Ages,"30 days",Email,0.1,"$7,176.00",7.27,Los Angeles,Spanish,472,7157,10,Tech Enthusiasts,2021-07-22
204,TechCorp,Influencer,Men 18-24,"45 days",Google Ads,0.15,"$14,405.00",7.51,Los Angeles,French,896,7502,9,Foodies,2021-07-23
205,DataTech Solutions,Influencer,Women 35-44,"45 days",Email,0.11,"$13,293.00",7.49,Chicago,Mandarin,132,1159,10,Foodies,2021-07-24
206,Innovate Industries,Email,Men 18-24,"15 days",Website,0.12,"$14,318.00",3.69,Miami,Spanish,210,2135,3,Tech Enthusiasts,2021-07-25
207,TechCorp,Social Media,Women 25-34,"60 days",Instagram,0.05,"$8,772.00",6.29,New York,English,209,6176,6,Health & Wellness,2021-07-26
208,DataTech Solutions,Display,Women 25-34,"45 days",Google Ads,0.11,"$12,864.00",2.87,Los Angeles,English,280,2676,7,Health & Wellness,2021-07-27
209,NexGen Systems,Display,All Ages,"15 days",Google Ads,0.11,"$17,562.00",3.66,Chicago,English,308,6903,7,Health & Wellness,2021-07-28
210,Innovate Industries,Display,All Ages,"45 days",Email,0.08,"$17,461.00",2.81,Los Angeles,Mandarin,554,8096,10,Health & Wellness,2021-07-29
211,DataTech Solutions,Search,Women 35-44,"30 days",Website,0.08,"$19,366.00",7.94,Chicago,Spanish,868,8919,10,Health & Wellness,2021-07-30
212,NexGen Systems,Social Media,All Ages,"30 days",Instagram,0.02,"$6,907.00",2.39,Houston,French,376,1503,5,Foodies,2021-07-31
213,DataTech Solutions,Social Media,Women 25-34,"45 days",Email,0.15,"$16,540.00",2.72,Houston,Mandarin,264,3516,2,Foodies,2021-08-01
214,TechCorp,Display,All Ages,"60 days",Email,0.05,"$5,020.00",7.67,Chicago,Spanish,773,3130,5,Health & Wellness,2021-08-02
215,Alpha Innovations,Influencer,Women 25-34,"45 days",YouTube,0.06,"$13,697.00",2.79,Los Angeles,Spanish,999,2557,3,Health & Wellness,2021-08-03
216,Alpha Innovations,Social Media,Women 25-34,"30 days",Email,0.14,"$19,308.00",4.39,New York,Mandarin,726,6296,5,Health & Wellness,2021-08-04
217,NexGen Systems,Search,Women 35-44,"30 days",Google Ads,0.11,"$13,185.00",6.06,Houston,English,614,9971,10,Fashionistas,2021-08-05
218,DataTech Solutions,Email,Men 18-24,"15 days",Instagram,0.05,"$15,880.00",5.85,Los Angeles,Spanish,967,9549,5,Tech Enthusiasts,2021-08-06
219,TechCorp,Search,Women 25-34,"15 days",Email,0.08,"$13,524.00",3.91,Los Angeles,Spanish,167,9596,10,Foodies,2021-08-07
220,Innovate Industries,Influencer,All Ages,"15 days",Email,0.03,"$10,536.00",8.0,New York,Mandarin,924,3584,10,Fashionistas,2021-08-08
221,Alpha Innovations,Email,Men 18-24,"15 days",Email,0.02,"$5,941.00",6.73,Miami,French,715,8580,2,Tech Enthusiasts,2021-08-09
222,Alpha Innovations,Email,Men 25-34,"15 days",Instagram,0.09,"$12,239.00",2.98,Los Angeles,Mandarin,198,8847,2,Foodies,2021-08-10
223,DataTech Solutions,Search,Women 25-34,"30 days",Facebook,0.04,"$11,973.00",5.36,Los Angeles,Spanish,240,5611,6,Fashionistas,2021-08-11
224,TechCorp,Display,Women 35-44,"15 days",Google Ads,0.1,"$5,697.00",7.76,Miami,German,285,3131,1,Foodies,2021-08-12
225,DataTech Solutions,Email,Men 25-34,"30 days",Instagram,0.12,"$6,388.00",6.8,Houston,English,159,4073,7,Outdoor Adventurers,2021-08-13
226,NexGen Systems,Influencer,Women 35-44,"60 days",Facebook,0.15,"$10,330.00",2.83,Houston,French,153,5056,1,Foodies,2021-08-14
227,Innovate Industries,Email,Men 18-24,"45 days",Instagram,0.08,"$5,429.00",6.93,Los Angeles,English,423,7289,1,Foodies,2021-08-15
228,TechCorp,Influencer,Men 25-34,"45 days",Google Ads,0.15,"$16,318.00",5.39,Chicago,German,660,1268,1,Health & Wellness,2021-08-16
229,Innovate Industries,Search,Men 25-34,"60 days",Website,0.08,"$10,475.00",6.46,Los Angeles,Mandarin,111,8357,6,Tech Enthusiasts,2021-08-17
230,Alpha Innovations,Search,Women 35-44,"30 days",Instagram,0.02,"$14,610.00",5.38,Los Angeles,French,820,5111,4,Fashionistas,2021-08-18
231,DataTech Solutions,Email,Women 35-44,"15 days",Facebook,0.1,"$9,636.00",5.08,New York,German,935,6946,2,Fashionistas,2021-08-19
232,NexGen Systems,Email,Women 25-34,"60 days",Google Ads,0.05,"$11,450.00",2.89,New York,Spanish,685,7667,6,Fashionistas,2021-08-20
233,DataTech Solutions,Email,Women 35-44,"60 days",Facebook,0.02,"$14,372.00",4.26,Houston,Spanish,703,6178,2,Tech Enthusiasts,2021-08-21
234,Innovate Industries,Search,Men 25-34,"60 days",Website,0.04,"$15,105.00",5.61,Chicago,German,366,8306,1,Fashionistas,2021-08-22
235,Alpha Innovations,Display,Men 25-34,"15 days",Facebook,0.07,"$10,319.00",7.47,Chicago,German,409,4851,6,Outdoor Adventurers,2021-08-23
236,TechCorp,Search,Women 25-34,"45 days",Google Ads,0.04,"$5,220.00",4.79,New York,French,662,8586,2,Fashionistas,2021-08-24
237,NexGen Systems,Search,Men 18-24,"30 days",Email,0.14,"$15,820.00",5.12,Chicago,German,240,6283,9,Health & Wellness,2021-08-25
238,Innovate Industries,Display,Men 18-24,"60 days",Website,0.01,"$18,076.00",3.13,New York,English,320,5064,6,Fashionistas,2021-08-26
239,Innovate Industries,Social Media,Women 25-34,"60 days",Email,0.08,"$18,074.00",5.99,Chicago,German,587,4909,5,Outdoor Adventurers,2021-08-27
240,Alpha Innovations,Email,Women 35-44,"60 days",Google Ads,0.1,"$6,676.00",5.75,Los Angeles,Spanish,119,6702,7,Tech Enthusiasts,2021-08-28
241,Innovate Industries,Display,Women 25-34,"45 days",Email,0.06,"$19,928.00",4.24,Miami,French,116,3794,4,Foodies,2021-08-29
242,NexGen Systems,Search,Women 25-34,"60 days",Google Ads,0.11,"$14,322.00",5.66,New York,Spanish,872,8759,2,Fashionistas,2021-08-30
243,Alpha Innovations,Influencer,Men 18-24,"60 days",Website,0.1,"$19,463.00",3.02,Miami,Mandarin,970,8060,3,Tech Enthusiasts,2021-08-31
244,Alpha Innovations,Influencer,Men 25-34,"45 days",Google Ads,0.13,"$12,616.00",5.23,New York,German,864,1054,6,Fashionistas,2021-09-01
245,DataTech Solutions,Influencer,Women 25-34,"30 days",Website,0.12,"$14,856.00",2.05,Chicago,Mandarin,597,2672,3,Fashionistas,2021-09-02
246,DataTech Solutions,Display,Men 18-24,"15 days",Instagram,0.14,"$19,347.00",3.49,Houston,French,993,5113,2,Tech Enthusiasts,2021-09-03
247,DataTech Solutions,Social Media,Men 25-34,"15 days",Google Ads,0.15,"$14,124.00",6.53,New York,Spanish,967,4832,8,Health & Wellness,2021-09-04
248,DataTech Solutions,Social Media,Women 25-34,"45 days",Google Ads,0.15,"$9,761.00",3.26,Chicago,Mandarin,350,4327,10,Outdoor Adventurers,2021-09-05
249,DataTech Solutions,Social Media,Women 35-44,"30 days",Google Ads,0.1,"$5,575.00",3.42,Houston,English,324,2310,6,Foodies,2021-09-06
250,Alpha Innovations,Display,All Ages,"15 days",Email,0.13,"$15,120.00",5.25,Chicago,Mandarin,897,1928,7,Fashionistas,2021-09-07
251,Innovate Industries,Display,Women 25-34,"45 days",Website,0.1,"$16,108.00",2.15,New York,French,162,7983,7,Fashionistas,2021-09-08
252,Innovate Industries,Display,Men 18-24,"60 days",Email,0.03,"$6,459.00",5.33,Houston,Mandarin,949,7441,4,Outdoor Adventurers,2021-09-09
253,Alpha Innovations,Search,All Ages,"30 days",Email,0.08,"$16,937.00",4.24,Houston,French,154,7455,9,Tech Enthusiasts,2021-09-10
254,Innovate Industries,Influencer,Women 35-44,"60 days",Facebook,0.07,"$11,092.00",4.55,Los Angeles,English,735,7035,7,Foodies,2021-09-11
255,Innovate Industries,Social Media,Women 35-44,"30 days",Facebook,0.05,"$6,772.00",5.55,New York,Spanish,341,9370,2,Fashionistas,2021-09-12
256,NexGen Systems,Influencer,Men 25-34,"30 days",YouTube,0.08,"$7,331.00",2.27,Miami,Spanish,222,7421,7,Health & Wellness,2021-09-13
257,Innovate Industries,Display,Men 25-34,"45 days",YouTube,0.02,"$16,189.00",6.92,New York,German,841,9783,7,Foodies,2021-09-14
258,Innovate Industries,Display,Women 35-44,"30 days",Instagram,0.06,"$11,003.00",7.63,Miami,Mandarin,986,6349,3,Fashionistas,2021-09-15
259,NexGen Systems,Social Media,Men 25-34,"15 days",Google Ads,0.07,"$7,726.00",7.64,Houston,German,314,4021,4,Tech Enthusiasts,2021-09-16
260,Innovate Industries,Search,Men 25-34,"30 days",Website,0.03,"$15,424.00",2.56,New York,English,838,9611,6,Tech Enthusiasts,2021-09-17
261,Alpha Innovations,Display,Men 18-24,"45 days",Instagram,0.04,"$13,154.00",5.69,Chicago,Spanish,394,7139,2,Health & Wellness,2021-09-18
262,Alpha Innovations,Email,Men 18-24,"60 days",Google Ads,0.04,"$9,005.00",3.35,Los Angeles,Mandarin,536,7663,4,Foodies,2021-09-19
263,TechCorp,Search,All Ages,"30 days",Google Ads,0.12,"$13,481.00",6.44,Chicago,Mandarin,143,5377,8,Tech Enthusiasts,2021-09-20
264,TechCorp,Social Media,Men 18-24,"45 days",Email,0.05,"$9,957.00",3.16,Houston,French,426,4894,10,Health & Wellness,2021-09-21
265,DataTech Solutions,Social Media,Women 25-34,"45 days",Facebook,0.07,"$12,840.00",3.29,Houston,French,295,9944,9,Foodies,2021-09-22
266,Alpha Innovations,Display,All Ages,"30 days",Website,0.07,"$18,572.00",7.1,Chicago,French,661,8775,2,Foodies,2021-09-23
267,NexGen Systems,Social Media,Men 18-24,"15 days",Website,0.07,"$7,981.00",4.52,Houston,German,441,9476,7,Outdoor Adventurers,2021-09-24
268,TechCorp,Search,Women 25-34,"30 days",Google Ads,0.03,"$13,134.00",7.66,Houston,Mandarin,983,3980,4,Outdoor Adventurers,2021-09-25
269,Alpha Innovations,Email,Women 25-34,"45 days",Email,0.09,"$17,232.00",3.77,Houston,French,354,9225,3,Health & Wellness,2021-09-26
270,Alpha Innovations,Social Media,Men 18-24,"45 days",Google Ads,0.03,"$18,883.00",3.54,New York,Mandarin,570,9730,9,Fashionistas,2021-09-27
271,Innovate Industries,Display,Men 25-34,"15 days",Instagram,0.03,"$14,168.00",3.39,New York,English,676,4287,1,Health & Wellness,2021-09-28
272,Innovate Industries,Search,Men 25-34,"30 days",Email,0.09,"$8,078.00",4.65,Miami,Spanish,741,5040,2,Foodies,2021-09-29
273,TechCorp,Search,Women 35-44,"15 days",Instagram,0.06,"$19,023.00",7.62,Los Angeles,German,274,4451,7,Tech Enthusiasts,2021-09-30
274,DataTech Solutions,Social Media,All Ages,"45 days",Facebook,0.08,"$12,970.00",7.25,Los Angeles,French,860,6750,6,Foodies,2021-10-01
275,Alpha Innovations,Influencer,Women 35-44,"60 days",Email,0.06,"$8,786.00",7.56,Houston,Mandarin,397,6102,8,Foodies,2021-10-02
276,NexGen Systems,Influencer,All Ages,"60 days",Google Ads,0.07,"$14,623.00",3.05,Los Angeles,English,449,7339,1,Fashionistas,2021-10-03
277,DataTech Solutions,Email,Men 25-34,"15 days",Instagram,0.08,"$6,326.00",5.2,Miami,French,461,7818,2,Health & Wellness,2021-10-04
278,DataTech Solutions,Email,All Ages,"30 days",Website,0.03,"$18,728.00",5.48,Houston,Mandarin,831,9026,10,Health & Wellness,2021-10-05
279,DataTech Solutions,Email,Men 18-24,"30 days",Email,0.14,"$12,494.00",7.56,Miami,German,631,9863,10,Fashionistas,2021-10-06
280,NexGen Systems,Display,Men 25-34,"60 days",Instagram,0.02,"$11,640.00",6.62,Los Angeles,German,560,1229,8,Health & Wellness,2021-10-07
281,NexGen Systems,Search,Women 25-34,"60 days",Instagram,0.01,"$8,340.00",3.9,Houston,Mandarin,570,8066,5,Health & Wellness,2021-10-08
282,Alpha Innovations,Display,Women 25-34,"60 days",Email,0.11,"$10,909.00",6.21,Los Angeles,French,921,2726,2,Outdoor Adventurers,2021-10-09
283,DataTech Solutions,Email,All Ages,"60 days",YouTube,0.05,"$12,008.00",3.01,New York,Mandarin,262,8773,5,Tech Enthusiasts,2021-10-10
284,NexGen Systems,Email,Women 25-34,"45 days",Instagram,0.15,"$15,178.00",7.68,Chicago,English,294,9365,4,Health & Wellness,2021-10-11
285,Innovate Industries,Search,Women 35-44,"30 days",YouTube,0.02,"$8,493.00",6.92,Houston,Spanish,257,7802,1,Health & Wellness,2021-10-12
286,TechCorp,Email,Women 35-44,"45 days",YouTube,0.06,"$11,813.00",6.03,Miami,German,441,6520,6,Fashionistas,2021-10-13
287,Alpha Innovations,Influencer,All Ages,"45 days",Instagram,0.14,"$11,491.00",7.08,Chicago,Spanish,433,8276,7,Outdoor Adventurers,2021-10-14
288,Innovate Industries,Email,Men 18-24,"60 days",Google Ads,0.05,"$13,976.00",5.28,Chicago,German,554,8163,4,Outdoor Adventurers,2021-10-15
289,Alpha Innovations,Search,Men 25-34,"30 days",Google Ads,0.02,"$6,300.00",4.47,Houston,French,704,4780,4,Outdoor Adventurers,2021-10-16
290,TechCorp,Search,Women 35-44,"60 days",Instagram,0.04,"$9,263.00",5.88,Houston,Spanish,399,8595,4,Health & Wellness,2021-10-17
291,DataTech Solutions,Display,Men 25-34,"15 days",Facebook,0.05,"$6,609.00",2.27,New York,German,664,4193,4,Foodies,2021-10-18
292,Innovate Industries,Search,Women 35-44,"60 days",Website,0.04,"$5,037.00",4.3,Los Angeles,English,784,9745,1,Tech Enthusiasts,2021-10-19
293,Innovate Industries,Email,Men 25-34,"15 days",Facebook,0.04,"$18,537.00",2.25,Chicago,Mandarin,697,5523,6,Outdoor Adventurers,2021-10-20
294,TechCorp,Social Media,Women 25-34,"30 days",Website,0.12,"$14,238.00",4.53,New York,English,552,1050,6,Foodies,2021-10-21
295,DataTech Solutions,Display,Men 18-24,"60 days",Website,0.05,"$14,949.00",2.09,Los Angeles,German,200,2467,8,Tech Enthusiasts,2021-10-22
296,Innovate Industries,Influencer,Women 25-34,"45 days",YouTube,0.06,"$6,243.00",5.09,Houston,German,924,5798,8,Health & Wellness,2021-10-23
297,Alpha Innovations,Display,All Ages,"30 days",Instagram,0.05,"$12,470.00",7.2,Los Angeles,Spanish,247,4962,10,Outdoor Adventurers,2021-10-24
298,TechCorp,Display,Men 25-34,"15 days",Google Ads,0.06,"$14,236.00",5.67,Chicago,English,801,3054,4,Fashionistas,2021-10-25
299,DataTech Solutions,Display,Men 25-34,"60 days",Email,0.02,"$18,677.00",3.71,Los Angeles,Mandarin,334,1647,1,Foodies,2021-10-26
300,Innovate Industries,Social Media,All Ages,"60 days",Email,0.06,"$17,986.00",7.99,Chicago,German,199,8846,10,Tech Enthusiasts,2021-10-27
301,Alpha Innovations,Social Media,Women 25-34,"15 days",Google Ads,0.07,"$11,553.00",6.05,New York,Mandarin,420,3838,1,Health & Wellness,2021-10-28
302,Alpha Innovations,Display,Women 25-34,"60 days",Website,0.02,"$10,856.00",6.46,Houston,French,406,6117,6,Fashionistas,2021-10-29
303,Innovate Industries,Email,Men 18-24,"30 days",Google Ads,0.12,"$14,564.00",6.35,Houston,Mandarin,771,3901,2,Foodies,2021-10-30
304,TechCorp,Email,Men 25-34,"30 days",Facebook,0.03,"$7,215.00",6.82,New York,Spanish,586,7959,2,Health & Wellness,2021-10-31
305,DataTech Solutions,Search,Women 25-34,"15 days",Google Ads,0.1,"$14,291.00",2.94,Los Angeles,German,872,6875,7,Tech Enthusiasts,2021-11-01
306,DataTech Solutions,Display,Men 18-24,"15 days",YouTube,0.09,"$5,189.00",4.71,Miami,English,845,2395,9,Health & Wellness,2021-11-02
307,Alpha Innovations,Display,Women 25-34,"30 days",YouTube,0.03,"$8,249.00",6.02,New York,English,566,9149,10,Tech Enthusiasts,2021-11-03
308,Innovate Industries,Email,Men 18-24,"45 days",Facebook,0.14,"$14,830.00",7.55,Los Angeles,Spanish,858,8551,1,Tech Enthusiasts,2021-11-04
309,Innovate Industries,Display,Women 35-44,"30 days",Website,0.1,"$5,187.00",5.4,Miami,Mandarin,254,2409,8,Health & Wellness,2021-11-05
310,NexGen Systems,Display,All Ages,"30 days",Website,0.12,"$6,813.00",5.59,Houston,Spanish,803,2031,3,Foodies,2021-11-06
311,Innovate Industries,Search,All Ages,"60 days",Instagram,0.04,"$15,776.00",3.0,Houston,Spanish,325,5452,3,Outdoor Adventurers,2021-11-07
312,Innovate Industries,Social Media,Men 18-24,"15 days",Instagram,0.06,"$7,059.00",2.34,Los Angeles,Mandarin,695,4167,4,Tech Enthusiasts,2021-11-08
313,DataTech Solutions,Influencer,Women 25-34,"45 days",Instagram,0.11,"$5,829.00",7.9,Chicago,German,195,8154,9,Tech Enthusiasts,2021-11-09
314,TechCorp,Display,All Ages,"45 days",Google Ads,0.09,"$8,756.00",4.02,Houston,French,513,6124,9,Health & Wellness,2021-11-10
315,TechCorp,Email,All Ages,"60 days",Website,0.14,"$13,515.00",5.54,Los Angeles,Spanish,645,1813,2,Health & Wellness,2021-11-11
316,NexGen Systems,Social Media,Women 35-44,"60 days",Website,0.1,"$11,573.00",3.89,Chicago,German,439,1258,1,Foodies,2021-11-12
317,NexGen Systems,Social Media,Women 25-34,"45 days",Instagram,0.02,"$18,073.00",4.1,New York,English,737,7217,5,Outdoor Adventurers,2021-11-13
318,Innovate Industries,Social Media,Men 18-24,"45 days",Website,0.06,"$10,446.00",2.69,Chicago,French,568,2153,8,Tech Enthusiasts,2021-11-14
319,Innovate Industries,Influencer,Women 25-34,"45 days",Email,0.15,"$10,042.00",4.24,Los Angeles,English,458,5007,7,Fashionistas,2021-11-15
320,Alpha Innovations,Email,Men 25-34,"45 days",YouTube,0.05,"$16,416.00",7.45,New York,French,233,6820,1,Fashionistas,2021-11-16
321,TechCorp,Search,Men 18-24,"45 days",Email,0.13,"$15,863.00",2.46,New York,German,652,3790,8,Health & Wellness,2021-11-17
322,DataTech Solutions,Display,Women 25-34,"30 days",Email,0.02,"$5,720.00",3.2,Chicago,English,568,5613,6,Foodies,2021-11-18
323,TechCorp,Email,Men 18-24,"30 days",Website,0.09,"$18,371.00",7.02,Chicago,Spanish,515,1957,1,Fashionistas,2021-11-19
324,NexGen Systems,Email,Men 25-34,"60 days",Instagram,0.08,"$9,735.00",3.15,Chicago,French,730,1745,5,Outdoor Adventurers,2021-11-20
325,TechCorp,Display,All Ages,"60 days",Email,0.06,"$14,549.00",3.11,Houston,German,619,4159,1,Health & Wellness,2021-11-21
326,Innovate Industries,Influencer,Women 25-34,"15 days",Email,0.13,"$15,540.00",2.51,Los Angeles,Spanish,946,5454,2,Foodies,2021-11-22
327,Alpha Innovations,Email,Men 25-34,"30 days",Email,0.03,"$6,398.00",6.12,New York,German,326,7358,4,Fashionistas,2021-11-23
328,TechCorp,Influencer,Men 25-34,"30 days",YouTube,0.01,"$8,212.00",5.22,Miami,German,800,6207,9,Health & Wellness,2021-11-24
329,DataTech Solutions,Display,All Ages,"30 days",Facebook,0.08,"$10,423.00",5.32,Los Angeles,English,259,7752,7,Fashionistas,2021-11-25
330,Innovate Industries,Influencer,Women 35-44,"30 days",Instagram,0.1,"$6,841.00",6.4,Houston,Mandarin,517,1438,9,Health & Wellness,2021-11-26
331,Innovate Industries,Search,Women 35-44,"30 days",Email,0.12,"$12,716.00",5.92,Houston,Spanish,130,3442,1,Foodies,2021-11-27
332,NexGen Systems,Influencer,Men 18-24,"30 days",Instagram,0.06,"$7,710.00",2.28,Chicago,English,602,2757,8,Outdoor Adventurers,2021-11-28
333,Innovate Industries,Display,Women 35-44,"30 days",Google Ads,0.13,"$18,752.00",5.27,Houston,English,474,8594,7,Foodies,2021-11-29
334,NexGen Systems,Influencer,Women 25-34,"60 days",Instagram,0.04,"$11,848.00",4.99,Los Angeles,English,563,5704,7,Fashionistas,2021-11-30
335,Innovate Industries,Search,Women 35-44,"15 days",YouTube,0.05,"$5,040.00",7.66,New York,English,285,1599,2,Tech Enthusiasts,2021-12-01
336,Innovate Industries,Social Media,All Ages,"15 days",Facebook,0.07,"$19,395.00",4.14,Los Angeles,English,282,6235,9,Foodies,2021-12-02
337,DataTech Solutions,Influencer,Men 25-34,"60 days",Website,0.02,"$6,130.00",3.92,Houston,French,497,2308,8,Foodies,2021-12-03
338,Alpha Innovations,Social Media,Women 35-44,"15 days",Email,0.02,"$11,045.00",7.34,New York,French,577,3950,8,Health & Wellness,2021-12-04
339,TechCorp,Display,Men 18-24,"30 days",Website,0.08,"$8,527.00",4.39,Chicago,German,902,2391,2,Foodies,2021-12-05
340,DataTech Solutions,Display,Women 25-34,"30 days",Website,0.13,"$9,037.00",2.59,Miami,Spanish,443,5607,7,Tech Enthusiasts,2021-12-06
341,Innovate Industries,Influencer,Women 25-34,"30 days",Facebook,0.01,"$9,524.00",4.16,Chicago,German,199,7575,4,Outdoor Adventurers,2021-12-07
342,DataTech Solutions,Search,Men 25-34,"15 days",Instagram,0.07,"$5,467.00",4.25,Miami,German,531,3279,5,Foodies,2021-12-08
343,DataTech Solutions,Social Media,Women 35-44,"30 days",Email,0.02,"$10,894.00",2.15,Chicago,English,788,2068,6,Health & Wellness,2021-12-09
344,Innovate Industries,Display,All Ages,"60 days",Email,0.02,"$8,583.00",5.82,Los Angeles,German,480,2818,9,Foodies,2021-12-10
345,Alpha Innovations,Email,All Ages,"60 days",Website,0.03,"$16,700.00",5.59,Houston,German,819,8035,1,Outdoor Adventurers,2021-12-11
346,TechCorp,Email,Women 35-44,"30 days",Google Ads,0.13,"$16,452.00",6.59,Miami,French,747,1720,3,Outdoor Adventurers,2021-12-12
347,Innovate Industries,Email,All Ages,"30 days",YouTube,0.1,"$15,069.00",7.77,Los Angeles,French,471,9996,6,Tech Enthusiasts,2021-12-13
348,DataTech Solutions,Display,Men 18-24,"30 days",Website,0.03,"$13,272.00",7.41,Miami,French,363,4534,3,Foodies,2021-12-14
349,TechCorp,Email,Men 18-24,"15 days",Facebook,0.07,"$19,675.00",4.13,Miami,English,388,6982,2,Outdoor Adventurers,2021-12-15
350,TechCorp,Email,Men 18-24,"60 days",Website,0.04,"$10,541.00",5.55,Chicago,English,512,7904,1,Foodies,2021-12-16
351,Alpha Innovations,Social Media,Women 35-44,"45 days",Email,0.13,"$10,946.00",4.63,Miami,Spanish,942,1368,6,Fashionistas,2021-12-17
352,NexGen Systems,Influencer,Men 25-34,"15 days",Instagram,0.08,"$8,298.00",7.59,Los Angeles,English,206,6491,6,Tech Enthusiasts,2021-12-18
353,DataTech Solutions,Social Media,Women 25-34,"15 days",YouTube,0.13,"$15,499.00",2.4,Los Angeles,English,995,9222,10,Health & Wellness,2021-12-19
354,Innovate Industries,Search,Men 18-24,"30 days",YouTube,0.03,"$16,232.00",3.75,New York,German,453,8552,5,Outdoor Adventurers,2021-12-20
355,TechCorp,Influencer,Women 35-44,"15 days",Website,0.04,"$7,495.00",5.4,New York,French,978,8369,4,Tech Enthusiasts,2021-12-21
356,NexGen Systems,Email,Women 25-34,"45 days",Facebook,0.06,"$11,373.00",6.38,Houston,French,988,9052,10,Foodies,2021-12-22
357,Innovate Industries,Social Media,All Ages,"15 days",YouTube,0.11,"$13,928.00",3.44,New York,French,150,5057,9,Foodies,2021-12-23
358,DataTech Solutions,Email,Men 25-34,"15 days",Google Ads,0.12,"$13,130.00",3.46,Chicago,German,474,5089,9,Health & Wellness,2021-12-24
359,NexGen Systems,Email,All Ages,"60 days",Instagram,0.08,"$17,853.00",4.05,Los Angeles,Spanish,639,6050,3,Tech Enthusiasts,2021-12-25
360,DataTech Solutions,Social Media,Men 25-34,"15 days",Google Ads,0.1,"$15,918.00",4.28,Miami,Spanish,699,8981,4,Foodies,2021-12-26
361,DataTech Solutions,Search,Women 25-34,"45 days",Instagram,0.13,"$10,476.00",3.0,Miami,English,647,5774,8,Outdoor Adventurers,2021-12-27
362,TechCorp,Influencer,Men 25-34,"60 days",Facebook,0.03,"$14,552.00",4.45,Los Angeles,English,171,4499,2,Fashionistas,2021-12-28
363,Innovate Industries,Social Media,Women 25-34,"15 days",Facebook,0.03,"$5,487.00",7.73,New York,Spanish,290,6655,5,Foodies,2021-12-29
364,NexGen Systems,Social Media,All Ages,"30 days",Google Ads,0.08,"$19,702.00",7.57,Chicago,French,710,3708,2,Foodies,2021-12-30
